Wikidata URI,English Label,English Description,Canadian English Label,Canadian English Description,French Label,French Description,family name (P734),given name (P735),country of citizenship (P27),date of birth (P569),place of birth (P19),occupation (P106),ethnic group (P172),VIAF ID (P214),ULAN ID (P245),Artists in Canada record number (P5368),National Gallery of Canada artist ID
http://www.wikidata.org/entity/Q50426413,Barry Ace,Indigenous artist of North America,Barry Ace,Indigenous artist of North America,Barry Ace,Artiste autochtone d'Amérique du Nord,https://www.wikidata.org/wiki/Q16001586,https://www.wikidata.org/wiki/Q808995,https://www.wikidata.org/wiki/Q16,1958,https://www.wikidata.org/wiki/Q383434,https://www.wikidata.org/wiki/Q6934789,https://www.wikidata.org/wiki/Q1956640,71338739,500487430,49213,barry-ace
